Date,Store_ID,Product_ID,Category,Region,Inventory_Level,Units_Sold,Units_Ordered,Demand_Forecast,Price,Discount,Weather_Condition,Holiday_Promotion,Competitor_Pricing,Seasonality,Inventory_Sales_Ratio,Sell_Through_Rate,Forecast_Accuracy,Supply_Gap,Inventory_Status
2022-01-01,S002,P0010,Electronics,North,157,126,181,132.75,60.84,0,Snowy,1,65.22,Winter,1.246031746031746,0.4452296819787986,-0.05084745762711865,31,In stock
2022-01-01,S002,P0011,Groceries,West,67,13,33,7.44,34.62,0,Snowy,1,33.98,Autumn,5.153846153846154,0.1625,0.42769230769230765,54,Overstocked
2022-01-01,S002,P0012,Groceries,East,281,25,136,37.27,19.56,5,Rainy,1,19.01,Winter,11.24,0.08169934640522876,-0.32921921116179237,256,Overstocked
2022-01-01,S002,P0013,Clothing,East,389,283,177,299.7,57.78,20,Cloudy,0,58.5,Spring,1.3745583038869258,0.4211309523809524,-0.055722389055722354,106,In stock
2022-01-01,S002,P0014,Electronics,East,465,359,77,370.36,91.28,20,Cloudy,0,90.85,Summer,1.2952646239554317,0.4356796116504854,-0.030672858840047557,106,In stock
2022-01-01,S002,P0015,Toys,South,197,129,94,148.55,59.9,15,Sunny,1,55.23,Winter,1.5271317829457365,0.39570552147239263,-0.13160552002692702,68,Overstocked
2022-01-01,S002,P0016,Toys,South,242,63,85,58.07,45.65,20,Rainy,1,42.17,Spring,3.8412698412698414,0.20655737704918034,0.07825396825396826,179,Overstocked
2022-01-01,S002,P0017,Groceries,West,398,373,92,390.89,11.71,20,Cloudy,1,10.0,Winter,1.0670241286863271,0.48378728923476005,-0.045767351428790674,25,In stock
2022-01-01,S002,P0018,Groceries,North,234,160,140,177.41,58.84,5,Cloudy,0,54.39,Summer,1.4625,0.40609137055837563,-0.09813426526125921,74,In stock
2022-01-01,S002,P0019,Toys,East,67,15,186,34.38,84.99,5,Sunny,1,81.02,Winter,4.466666666666667,0.18292682926829268,-0.5636998254799302,52,Overstocked
2022-01-01,S002,P0020,Toys,West,221,101,38,115.0,87.1,0,Rainy,1,91.56,Spring,2.1881188118811883,0.3136645962732919,-0.12173913043478261,120,Overstocked
2022-01-01,S003,P0001,Toys,South,241,147,180,161.09,67.21,5,Sunny,1,67.39,Summer,1.6394557823129252,0.3788659793814433,-0.08746663355888015,94,Overstocked
2022-01-01,S003,P0002,Electronics,West,115,4,169,11.11,28.2,10,Sunny,1,25.63,Spring,28.75,0.03361344537815126,-0.63996399639964,111,Overstocked
2022-01-01,S003,P0003,Groceries,South,375,77,145,75.04,56.16,10,Sunny,1,57.16,Spring,4.87012987012987,0.17035398230088494,0.025454545454545372,298,Overstocked
2022-01-01,S003,P0004,Toys,South,153,31,145,42.99,89.53,20,Rainy,1,93.6,Winter,4.935483870967742,0.16847826086956522,-0.27890207024889513,122,Overstocked
2022-01-01,S003,P0005,Clothing,West,438,325,20,330.92,97.95,20,Sunny,0,93.54,Winter,1.3476923076923077,0.4259501965923984,-0.017889520125710188,113,In stock
2022-01-01,S003,P0006,Groceries,North,456,163,22,159.17,76.37,5,Rainy,1,71.38,Summer,2.7975460122699385,0.2633279483037157,0.0234969325153375,293,Overstocked
2022-01-01,S003,P0007,Electronics,North,189,34,107,26.91,86.99,15,Rainy,1,90.5,Summer,5.5588235294117645,0.15246636771300448,0.20852941176470588,155,Overstocked
2022-01-01,S003,P0008,Toys,North,223,47,107,45.48,66.53,15,Cloudy,1,70.46,Spring,4.74468085106383,0.17407407407407408,0.03234042553191496,176,Overstocked
2022-01-01,S003,P0009,Groceries,South,381,15,184,30.05,74.86,15,Snowy,1,73.93,Winter,25.4,0.03787878787878788,-0.5008319467554077,366,Overstocked
2022-01-01,S003,P0010,Groceries,South,166,126,124,141.34,97.09,5,Rainy,1,95.8,Summer,1.3174603174603174,0.4315068493150685,-0.10853261638601955,40,In stock
2022-01-01,S003,P0011,Toys,East,292,232,155,242.02,56.19,0,Snowy,1,57.85,Winter,1.2586206896551724,0.44274809160305345,-0.04140153706305268,60,In stock
2022-01-01,S003,P0012,Electronics,North,311,175,55,176.75,90.38,20,Cloudy,0,89.52,Summer,1.7771428571428571,0.360082304526749,-0.009900990099009901,136,Overstocked
2022-01-01,S003,P0013,Furniture,North,51,17,172,12.86,73.98,20,Cloudy,1,76.65,Summer,3.0,0.25,0.2435294117647059,34,Overstocked
2022-01-01,S003,P0014,Electronics,South,398,369,26,387.88,79.03,5,Rainy,0,82.51,Spring,1.0785907859078592,0.4810951760104302,-0.048674847891100326,29,In stock
2022-01-01,S003,P0015,Clothing,West,445,260,24,266.36,27.72,5,Snowy,0,23.28,Autumn,1.7115384615384615,0.36879432624113473,-0.02387745907793968,185,Overstocked
2022-01-01,S003,P0016,Groceries,South,487,347,93,349.36,98.18,15,Rainy,0,99.58,Winter,1.4034582132564841,0.41606714628297364,-0.006755209525990421,140,In stock
2022-01-01,S003,P0017,Clothing,East,429,150,168,157.82,27.1,5,Cloudy,1,27.4,Spring,2.86,0.25906735751295334,-0.049550120390318045,279,Overstocked
2022-01-01,S003,P0018,Toys,West,204,70,170,83.01,97.08,15,Snowy,1,94.88,Winter,2.914285714285714,0.25547445255474455,-0.1567281050475847,134,Overstocked
2022-01-01,S003,P0019,Clothing,East,330,249,37,268.25,26.71,15,Cloudy,1,24.81,Summer,1.3253012048192772,0.43005181347150256,-0.0717614165890028,81,In stock
2022-01-01,S003,P0020,Electronics,North,431,370,99,387.57,95.85,20,Cloudy,1,95.7,Spring,1.164864864864865,0.46192259675405745,-0.04533374616198362,61,In stock
2022-01-01,S004,P0001,Toys,South,477,271,66,286.65,15.62,15,Sunny,0,16.09,Winter,1.7601476014760147,0.3622994652406417,-0.05459619745334023,206,Overstocked
2022-01-01,S004,P0002,Clothing,North,462,180,183,176.06,41.13,5,Sunny,0,45.05,Autumn,2.566666666666667,0.2803738317757009,0.021888888888888878,282,Overstocked
2022-01-01,S004,P0003,Clothing,West,446,344,27,352.93,89.32,20,Cloudy,0,93.0,Autumn,1.2965116279069768,0.43544303797468353,-0.025302467911483884,102,In stock
2022-01-01,S004,P0004,Groceries,West,437,0,160,-2.4,87.23,10,Sunny,0,90.36,Spring,,0.0,1.0,437,Overstocked
2022-01-01,S004,P0005,Groceries,North,397,200,172,196.57,81.72,0,Snowy,1,85.22,Spring,1.985,0.33500837520938026,0.017150000000000033,197,Overstocked
2022-01-01,S004,P0006,Electronics,East,470,382,195,396.4,41.35,10,Snowy,0,39.86,Summer,1.2303664921465969,0.44835680751173707,-0.036326942482341015,88,In stock
2022-01-01,S004,P0007,Electronics,West,264,190,139,197.45,67.26,20,Cloudy,0,64.78,Summer,1.3894736842105264,0.4185022026431718,-0.03773107115725494,74,In stock
2022-01-01,S004,P0008,Furniture,South,250,51,137,54.98,85.88,20,Snowy,1,86.14,Winter,4.901960784313726,0.16943521594684385,-0.0723899599854492,199,Overstocked
2022-01-01,S004,P0009,Furniture,North,63,40,73,51.78,59.23,10,Rainy,1,61.1,Summer,1.575,0.3883495145631068,-0.227500965623793,23,Overstocked
2022-01-01,S004,P0010,Groceries,East,447,104,96,115.03,33.48,15,Cloudy,0,37.15,Summer,4.298076923076923,0.18874773139745918,-0.09588802920977137,343,Overstocked
2022-01-01,S004,P0011,Electronics,West,205,46,27,46.65,54.84,0,Sunny,1,57.76,Spring,4.456521739130435,0.18326693227091634,-0.013933547695605543,159,Overstocked
2022-01-01,S004,P0012,Electronics,North,349,9,165,0.95,14.25,5,Rainy,1,18.56,Spring,38.77777777777778,0.025139664804469275,0.8944444444444445,340,Overstocked
2022-01-01,S004,P0013,Furniture,East,191,56,65,54.47,61.81,0,Sunny,0,63.92,Autumn,3.4107142857142856,0.22672064777327935,0.02732142857142859,135,Overstocked
2022-01-01,S004,P0014,Electronics,West,406,63,139,69.73,66.94,10,Snowy,1,68.47,Winter,6.444444444444445,0.13432835820895522,-0.09651512978631871,343,Overstocked
2022-01-01,S004,P0015,Clothing,South,228,181,127,171.96,60.54,5,Cloudy,0,65.27,Autumn,1.2596685082872927,0.44254278728606355,0.04994475138121542,47,In stock
2022-01-01,S004,P0016,Groceries,South,263,94,24,98.05,94.26,15,Rainy,0,96.74,Summer,2.797872340425532,0.26330532212885155,-0.04130545639979599,169,Overstocked
2022-01-01,S004,P0017,Electronics,South,203,46,75,55.12,25.55,0,Rainy,0,28.07,Winter,4.413043478260869,0.18473895582329317,-0.1654571843251088,157,Overstocked
2022-01-01,S004,P0018,Groceries,West,143,8,27,27.3,16.73,5,Cloudy,1,18.79,Spring,17.875,0.052980132450331126,-0.706959706959707,135,Overstocked
2022-01-01,S004,P0019,Groceries,West,359,172,125,181.25,71.2,15,Rainy,1,73.85,Spring,2.0872093023255816,0.3239171374764595,-0.05103448275862069,187,Overstocked
2022-01-01,S004,P0020,Clothing,West,211,68,37,86.27,11.5,20,Snowy,0,9.26,Winter,3.1029411764705883,0.24372759856630824,-0.2117769792511881,143,Overstocked
2022-01-01,S005,P0001,Toys,West,111,77,60,83.47,70.33,10,Cloudy,0,70.29,Winter,1.4415584415584415,0.4095744680851064,-0.07751287887863902,34,In stock
2022-01-01,S005,P0002,Clothing,West,415,298,107,292.96,57.15,5,Snowy,1,60.71,Autumn,1.3926174496644295,0.4179523141654979,0.016912751677852417,117,In stock
2022-01-01,S005,P0003,Electronics,North,384,64,26,76.02,36.17,5,Sunny,0,40.93,Spring,6.0,0.14285714285714285,-0.15811628518810836,320,Overstocked
2022-01-01,S005,P0004,Furniture,West,436,300,174,292.04,50.77,15,Snowy,1,54.7,Spring,1.4533333333333334,0.4076086956521739,0.026533333333333266,136,In stock
2022-01-01,S005,P0005,Clothing,West,180,21,47,38.63,92.86,15,Rainy,1,96.3,Winter,8.571428571428571,0.1044776119402985,-0.4563810509966348,159,Overstocked
2022-01-01,S005,P0006,Groceries,North,185,176,163,174.06,60.76,20,Cloudy,0,61.15,Summer,1.0511363636363635,0.48753462603878117,0.01102272727272726,9,In stock
2022-01-01,S005,P0007,Clothing,South,292,131,140,122.6,46.47,15,Snowy,0,50.84,Summer,2.2290076335877864,0.30969267139479906,0.0641221374045802,161,Overstocked
2022-01-01,S005,P0008,Toys,West,478,317,197,328.64,34.08,5,Snowy,1,30.44,Winter,1.5078864353312302,0.3987421383647799,-0.035418695228821774,161,Overstocked
2022-01-01,S005,P0009,Groceries,West,182,97,27,92.62,87.81,5,Snowy,0,85.45,Spring,1.8762886597938144,0.34767025089605735,0.04515463917525769,85,Overstocked
2022-01-01,S005,P0010,Clothing,East,87,8,141,14.38,37.04,10,Rainy,1,36.87,Summer,10.875,0.08421052631578947,-0.4436717663421419,79,Overstocked
2022-01-01,S005,P0011,Groceries,West,427,104,128,94.65,54.12,10,Rainy,1,53.03,Summer,4.105769230769231,0.1958568738229755,0.0899038461538461,323,Overstocked
2022-01-01,S005,P0012,Electronics,West,245,87,188,90.59,67.64,15,Sunny,0,63.53,Summer,2.8160919540229883,0.2620481927710843,-0.039629098134451965,158,Overstocked
2022-01-01,S005,P0013,Furniture,South,317,238,95,256.57,82.18,5,Cloudy,0,87.09,Summer,1.3319327731092436,0.42882882882882883,-0.07237790856296525,79,In stock
2022-01-01,S005,P0014,Electronics,South,325,171,43,188.55,42.62,20,Cloudy,1,42.01,Autumn,1.9005847953216375,0.34475806451612906,-0.09307875894988073,154,Overstocked
2022-01-01,S005,P0015,Furniture,West,411,250,119,260.79,11.54,10,Cloudy,0,11.27,Spring,1.644,0.37821482602118,-0.04137428582384301,161,Overstocked
2022-01-01,S005,P0016,Clothing,South,71,11,32,1.85,16.3,5,Sunny,0,17.98,Winter,6.454545454545454,0.13414634146341464,0.8318181818181819,60,Overstocked
2022-01-01,S005,P0017,Electronics,East,388,371,98,390.04,98.31,15,Sunny,1,102.42,Spring,1.045822102425876,0.4888010540184453,-0.048815506101938314,17,In stock
2022-01-01,S005,P0018,Furniture,West,161,107,66,103.97,48.96,10,Snowy,1,50.03,Spring,1.5046728971962617,0.39925373134328357,0.028317757009345804,54,Overstocked
2022-01-01,S005,P0019,Groceries,South,235,106,124,119.33,88.22,5,Rainy,0,91.16,Spring,2.2169811320754715,0.31085043988269795,-0.11170703092265145,129,Overstocked
2022-01-01,S005,P0020,Electronics,South,108,101,52,105.92,11.04,10,Snowy,1,9.14,Autumn,1.0693069306930694,0.48325358851674644,-0.04645015105740183,7,In stock
2022-01-02,S001,P0001,Groceries,West,116,81,104,92.94,27.95,10,Cloudy,0,30.89,Spring,1.4320987654320987,0.41116751269035534,-0.1284699806326662,35,In stock
2022-01-02,S001,P0002,Clothing,West,416,163,79,171.6,19.78,15,Cloudy,0,18.76,Spring,2.5521472392638036,0.2815198618307427,-0.050116550116550085,253,Overstocked
2022-01-02,S001,P0003,Clothing,South,488,464,163,463.12,70.99,10,Snowy,0,72.93,Summer,1.0517241379310345,0.48739495798319327,0.0018965517241379213,24,In stock
2022-01-02,S001,P0004,Groceries,East,248,116,107,133.92,49.56,5,Snowy,0,50.46,Summer,2.1379310344827585,0.31868131868131866,-0.13381123058542405,132,Overstocked
2022-01-02,S001,P0005,Electronics,East,238,200,40,204.3,23.76,15,Sunny,1,19.19,Summer,1.19,0.45662100456621,-0.021047479197258988,38,In stock
2022-01-02,S001,P0006,Furniture,East,471,58,32,51.57,47.56,0,Snowy,1,46.82,Summer,8.120689655172415,0.10964083175803403,0.11086206896551723,413,Overstocked
2022-01-02,S001,P0007,Electronics,North,178,56,149,60.3,17.1,5,Snowy,1,17.0,Autumn,3.1785714285714284,0.23931623931623933,-0.07131011608623544,122,Overstocked
2022-01-02,S001,P0008,Clothing,East,92,74,121,67.04,58.89,5,Cloudy,0,61.56,Autumn,1.2432432432432432,0.4457831325301205,0.09405405405405397,18,In stock
2022-01-02,S001,P0009,Toys,South,99,54,182,70.6,99.76,20,Cloudy,0,95.61,Spring,1.8333333333333333,0.35294117647058826,-0.235127478753541,45,Overstocked
2022-01-02,S001,P0010,Clothing,North,171,39,163,47.8,11.44,5,Sunny,0,12.71,Summer,4.384615384615385,0.18571428571428572,-0.1841004184100418,132,Overstocked
2022-01-02,S001,P0011,Furniture,East,215,12,173,16.92,53.84,0,Cloudy,1,53.79,Spring,17.916666666666668,0.05286343612334802,-0.2907801418439717,203,Overstocked
2022-01-02,S001,P0012,Furniture,East,281,56,187,70.71,57.84,5,Snowy,1,60.99,Summer,5.017857142857143,0.1661721068249258,-0.20803281006929705,225,Overstocked
2022-01-02,S001,P0013,Toys,North,455,31,124,44.46,35.51,15,Cloudy,1,31.06,Autumn,14.67741935483871,0.06378600823045268,-0.3027440395861449,424,Overstocked
2022-01-02,S001,P0014,Electronics,West,84,25,20,23.36,31.41,0,Cloudy,1,28.6,Spring,3.36,0.22935779816513763,0.06560000000000002,59,Overstocked
2022-01-02,S001,P0015,Electronics,East,246,198,67,203.23,28.06,20,Cloudy,1,30.29,Winter,1.2424242424242424,0.44594594594594594,-0.02573438960783344,48,In stock
2022-01-02,S001,P0016,Electronics,West,399,77,147,67.55,35.67,15,Snowy,0,38.02,Summer,5.181818181818182,0.16176470588235295,0.12272727272727277,322,Overstocked
2022-01-02,S001,P0017,Furniture,West,242,165,105,181.86,28.18,5,Cloudy,0,27.5,Autumn,1.4666666666666666,0.40540540540540543,-0.09270867700428909,77,In stock
2022-01-02,S001,P0018,Toys,North,478,42,168,55.16,74.42,5,Snowy,0,69.67,Summer,11.380952380952381,0.08076923076923077,-0.23857868020304565,436,Overstocked
2022-01-02,S001,P0019,Furniture,South,156,8,67,24.41,91.95,5,Cloudy,1,87.43,Spring,19.5,0.04878048780487805,-0.6722654649733716,148,Overstocked
2022-01-02,S001,P0020,Electronics,North,221,174,168,187.49,97.88,0,Snowy,0,99.5,Autumn,1.2701149425287357,0.44050632911392407,-0.07195050402688148,47,In stock
2022-01-02,S002,P0001,Electronics,West,402,343,141,339.04,66.57,20,Rainy,1,63.92,Summer,1.1720116618075802,0.4604026845637584,0.011545189504373119,59,In stock
2022-01-02,S002,P0002,Furniture,West,132,71,60,82.44,90.36,5,Rainy,0,86.73,Winter,1.8591549295774648,0.3497536945812808,-0.13876758854924792,61,Overstocked
2022-01-02,S002,P0003,Groceries,West,218,157,31,153.42,92.24,5,Snowy,1,89.57,Autumn,1.3885350318471337,0.4186666666666667,0.022802547770700718,61,In stock
2022-01-02,S002,P0004,Groceries,South,131,88,109,100.61,68.71,0,Snowy,0,69.34,Spring,1.4886363636363635,0.4018264840182648,-0.12533545373223337,43,In stock
2022-01-02,S002,P0005,Groceries,North,93,64,128,57.53,87.22,5,Cloudy,1,90.59,Spring,1.453125,0.40764331210191085,0.10109374999999998,29,In stock
2022-01-02,S002,P0006,Groceries,East,344,273,154,273.1,79.38,0,Rainy,0,77.28,Autumn,1.26007326007326,0.44246353322528365,-0.00036616623947280385,71,In stock
2022-01-02,S002,P0007,Groceries,North,340,247,148,264.18,17.41,15,Snowy,0,13.57,Summer,1.3765182186234817,0.42078364565587734,-0.06503141797259447,93,In stock
2022-01-02,S002,P0008,Electronics,North,241,42,187,46.32,14.8,15,Sunny,1,13.94,Spring,5.738095238095238,0.14840989399293286,-0.09326424870466322,199,Overstocked
2022-01-02,S002,P0009,Electronics,North,296,197,157,195.61,30.5,0,Sunny,0,28.86,Spring,1.50253807106599,0.3995943204868154,0.007055837563451708,99,Overstocked
2022-01-02,S002,P0010,Groceries,West,472,374,65,387.41,27.84,15,Cloudy,1,32.0,Spring,1.2620320855614973,0.44208037825059104,-0.03461449110761215,98,In stock
2022-01-02,S002,P0011,Furniture,East,308,154,22,169.13,88.62,0,Cloudy,0,86.3,Winter,2.0,0.3333333333333333,-0.0894578135162301,154,Overstocked
2022-01-02,S002,P0012,Toys,North,434,236,30,239.09,82.35,20,Rainy,0,83.13,Autumn,1.8389830508474576,0.3522388059701492,-0.012924003513321358,198,Overstocked
2022-01-02,S002,P0013,Toys,North,287,278,92,279.91,92.57,10,Sunny,1,97.09,Summer,1.0323741007194245,0.4920353982300885,-0.006823621878461023,9,In stock
2022-01-02,S002,P0014,Furniture,West,190,27,134,31.53,94.38,5,Rainy,0,89.47,Autumn,7.037037037037037,0.12442396313364056,-0.1436726926736442,163,Overstocked
2022-01-02,S002,P0015,Toys,North,353,106,191,110.49,70.59,0,Cloudy,1,75.27,Winter,3.330188679245283,0.23093681917211328,-0.04063716173409354,247,Overstocked
2022-01-02,S002,P0016,Toys,West,210,154,70,166.83,63.13,10,Sunny,0,67.23,Autumn,1.3636363636363635,0.4230769230769231,-0.07690463345921005,56,In stock
2022-01-02,S002,P0017,Clothing,West,193,176,38,174.49,46.04,5,Rainy,1,41.4,Autumn,1.0965909090909092,0.47696476964769646,0.008579545454545402,17,In stock
2022-01-02,S002,P0018,Groceries,East,124,124,46,116.05,21.07,10,Sunny,0,21.71,Autumn,1.0,0.5,0.06411290322580647,0,In stock
2022-01-02,S002,P0019,Toys,East,492,479,132,469.74,79.11,0,Cloudy,0,80.06,Winter,1.0271398747390397,0.4933058702368692,0.01933194154488516,13,In stock
2022-01-02,S002,P0020,Clothing,South,222,78,42,76.55,64.99,0,Sunny,1,65.4,Summer,2.8461538461538463,0.26,0.018589743589743628,144,Overstocked
2022-01-02,S003,P0001,Toys,West,277,114,40,132.41,73.48,10,Cloudy,0,72.55,Autumn,2.4298245614035086,0.2915601023017903,-0.13903783702137298,163,Overstocked
2022-01-02,S003,P0002,Groceries,East,175,2,140,-3.4,87.5,0,Rainy,0,91.2,Autumn,87.5,0.011299435028248588,1.0,173,Overstocked
2022-01-02,S003,P0003,Toys,East,157,7,187,22.8,88.68,20,Cloudy,1,87.38,Autumn,22.428571428571427,0.042682926829268296,-0.6929824561403509,150,Overstocked
2022-01-02,S003,P0004,Furniture,West,120,54,154,49.64,82.36,20,Snowy,0,85.85,Autumn,2.2222222222222223,0.3103448275862069,0.08074074074074072,66,Overstocked
2022-01-02,S003,P0005,Furniture,East,375,282,61,297.42,38.56,5,Cloudy,0,36.57,Winter,1.3297872340425532,0.4292237442922374,-0.05184587452087962,93,In stock
2022-01-02,S003,P0006,Groceries,East,302,93,33,106.58,97.74,0,Cloudy,0,97.69,Winter,3.247311827956989,0.23544303797468355,-0.12741602552073558,209,Overstocked
2022-01-02,S003,P0007,Electronics,West,375,85,40,85.31,37.68,15,Cloudy,0,36.72,Autumn,4.411764705882353,0.18478260869565216,-0.0036338061188606525,290,Overstocked
2022-01-02,S003,P0008,Clothing,South,248,136,50,130.52,36.03,5,Rainy,0,37.49,Spring,1.8235294117647058,0.3541666666666667,0.04029411764705875,112,Overstocked
2022-01-02,S003,P0009,Electronics,West,219,140,196,139.46,88.97,0,Snowy,1,91.53,Spring,1.5642857142857143,0.38997214484679665,0.0038571428571428003,79,Overstocked
2022-01-02,S003,P0010,Furniture,West,146,79,155,94.23,16.48,10,Cloudy,1,21.42,Spring,1.8481012658227849,0.3511111111111111,-0.16162580919027913,67,Overstocked
2022-01-02,S003,P0011,Furniture,South,218,106,111,117.65,58.37,10,Cloudy,1,58.1,Autumn,2.056603773584906,0.3271604938271605,-0.09902252443688912,112,Overstocked
2022-01-02,S003,P0012,Groceries,West,260,1,142,1.99,27.86,5,Snowy,1,31.78,Winter,260.0,0.0038314176245210726,-0.49748743718592964,259,Overstocked
2022-01-02,S003,P0013,Electronics,West,414,203,53,206.35,39.14,5,Rainy,1,35.3,Autumn,2.039408866995074,0.32901134521880065,-0.016234552944027113,211,Overstocked
2022-01-02,S003,P0014,Toys,North,420,368,71,384.47,66.51,0,Cloudy,0,70.84,Spring,1.141304347826087,0.467005076142132,-0.042838192836892414,52,In stock
2022-01-02,S003,P0015,Electronics,East,435,286,159,283.25,89.65,20,Snowy,0,84.99,Winter,1.520979020979021,0.39667128987517336,0.009615384615384616,149,Overstocked
2022-01-02,S003,P0016,Clothing,South,230,69,173,70.77,86.7,20,Rainy,0,91.05,Spring,3.3333333333333335,0.23076923076923078,-0.02501059771089439,161,Overstocked
2022-01-02,S003,P0017,Toys,South,456,52,78,65.67,29.69,20,Snowy,0,25.27,Summer,8.76923076923077,0.10236220472440945,-0.208162022232374,404,Overstocked
2022-01-02,S003,P0018,Toys,East,319,109,83,126.67,86.93,10,Rainy,1,82.59,Winter,2.926605504587156,0.2546728971962617,-0.13949632904397255,210,Overstocked
2022-01-02,S003,P0019,Furniture,North,59,50,135,44.37,59.33,10,Cloudy,0,54.98,Spring,1.18,0.45871559633027525,0.11260000000000005,9,In stock
